Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Jim Larkin Snr,Labour,5896,0.15109999999999998,0.60,0,3,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Harry Colley,Fianna Fail,2287,0.058600000000000006,0.23,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
General Richard Mulcahy,Fine Gael,5733,0.147,0.59,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
M Bell,Non party/Independent,581,0.0149,0.06,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Seán T O'Kelly,Fianna Fail,12318,0.2635,1.58,0,1,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Cormac Breathnach,Fianna Fail,3762,0.0805,0.48,0,2,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Alfred Byrne,Non party/Independent,6625,0.1417,0.85,0,3,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Patrick J McGilligan,Fine Gael,5006,0.10710000000000001,0.64,0,4,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Martin O'Sullivan,Labour,5501,0.1177,0.71,0,5,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Staines,Fine Gael,725,0.0155,0.09,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
J F Sheppard,Fine Gael,1230,0.0263,0.16,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Frank Foley,Fianna Fail,2945,0.063,0.38,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Seamus Davin,Fianna Fail,1649,0.0353,0.21,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Patrick Murray,Non party/Independent,623,0.013300000000000001,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
John S O'Connor,Fianna Fail,2014,0.0431,0.26,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Christopher Macken,Non party/Independent,1565,0.0335,0.20,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Gearoid Cunningham,Non party/Independent,607,0.013000000000000001,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Love,Fine Gael,595,0.0127,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Keogh,Labour,1587,0.0339,0.20,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Seán Lemass,Fianna Fail,16399,0.30870000000000003,2.47,0,1,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Peadar Doyle,Fine Gael,4971,0.09359999999999999,0.75,0,2,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
John McCann,Fianna Fail,3133,0.059000000000000004,0.47,0,3,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Robert Briscoe,Fianna Fail,3127,0.058899999999999994,0.47,0,5,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Maurice Dockrell,Fine Gael,2841,0.0535,0.43,0,6,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
James B Lynch,Fianna Fail,2666,0.050199999999999995,0.40,0,6,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
James Larkin Jnr,Labour,3049,0.0574,0.46,0,7,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Owen Hynes,Labour,873,0.016399999999999998,0.13,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Myles Keogh,Fine Gael,1152,0.0217,0.17,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Joseph Hannigan,Labour,2345,0.0441,0.35,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
E D Hoey,Fine Gael,1280,0.0241,0.19,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Tom O'Higgins Jnr,Fine Gael,1461,0.0275,0.22,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Simon Donnelly,Non party/Independent,820,0.0154,0.12,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Peter White,Fianna Fail,1639,0.030899999999999997,0.25,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Seán Dowling,Non party/Independent,494,0.009300000000000001,0.07,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Vincent Rice,Non party/Independent,1104,0.0208,0.17,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Walter Beirne,Labour,3326,0.0626,0.50,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Patrick J Cahill,Fine Gael,1525,0.0287,0.23,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Hanna Sheehy Skeffington,Non party/Independent,917,0.0173,0.14,0,,,Female,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Seán MacEntee,Fianna Fail,11336,0.2937,1.17,0,1,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
Ernest Benson,Fine Gael,8953,0.23199999999999998,0.93,0,2,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
Bernard Butler,Fianna Fail,6499,0.1684,0.67,0,3,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
Joseph Browne,Labour,2096,0.054299999999999994,0.22,0,,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
John A Costello,Fine Gael,7508,0.1945,0.78,0,,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
James Cawley,Labour,2205,0.0571,0.23,0,,,Male,1943-06-23,not available,6,3,Dublin Townships,Baile Atha Cliath,9650,
General Seán MacEoin,Fine Gael,6235,0.23550000000000001,0.94,0,1,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
Thomas Carter,Fianna Fail,6501,0.24559999999999998,0.98,0,2,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
Erskine Childers,Fianna Fail,4716,0.17809999999999998,0.71,0,3,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
Michael O'Meara,Fine Gael,2646,0.0999,0.40,0,,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
Martin Timlin,Labour,3266,0.1234,0.49,0,,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
James Victory,Fianna Fail,3110,0.1175,0.47,0,,,Male,1944-05-30,not available,6,3,Athlone Longford,(Leinster),6619,
Thomas Harris,Fianna Fail,8797,0.2626,1.31,0,1,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
James Hughes,Fine Gael,6638,0.1981,0.99,0,2,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
Francis Humphreys,Fianna Fail,4357,0.13,0.65,0,3,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
William Norton,Labour,6142,0.1833,0.92,0,4,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
Patrick Frayne,Fine Gael,2598,0.0775,0.39,0,,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
Thomas Mullins,Fianna Fail,1875,0.055999999999999994,0.28,0,,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
Thomas Hayden,Labour,3096,0.0924,0.46,0,,,Male,1944-05-30,not available,7,4,Carlow Kildare,(Leinster),6701,
Paddy Smith,Fianna Fail,10609,0.3175,1.59,0,1,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
Michael Sheridan,Fianna Fail,4286,0.1283,0.64,0,2,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
Patrick O'Reilly,Non party/Independent,5794,0.1734,0.87,0,3,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
Thomas P O'Reilly,Non party/Independent,5000,0.1496,0.75,0,4,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
Bernard Fay,Fianna Fail,2095,0.06269999999999999,0.31,0,,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
John Cole,Non party/Independent,5634,0.1686,0.84,0,,,Male,1944-05-30,not available,6,4,Cavan,(Ulster),6684,
Eamon de Valera,Fianna Fail,14200,0.3184,1.91,0,1,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Seán O'Grady,Fianna Fail,4850,0.10869999999999999,0.65,0,2,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Peter O'Loghlen,Fianna Fail,6183,0.1386,0.83,0,3,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Patrick Burke,Fine Gael,6013,0.1348,0.81,0,4,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Thomas T Burke,Independent Farmer,4993,0.11199999999999999,0.67,0,5,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Patrick Hogan,Labour,5376,0.12050000000000001,0.72,0,,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
Denis Healy,Non party/Independent,2985,0.0669,0.40,0,,,Male,1944-05-30,not available,7,5,Clare,An Clar,7434,
William Dwyer,Non party/Independent,11241,0.2981,1.49,0,1,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Walter Furlong,Fianna Fail,7705,0.2043,1.02,0,2,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Richard Anthony,Non party/Independent,2867,0.076,0.38,0,3,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Frank Daly,Fianna Fail,5551,0.1472,0.74,0,4,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Patrick O'Brien,Non party/Independent,737,0.0195,0.10,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Jeremiah Connolly,Fine Gael,898,0.023799999999999998,0.12,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Cornelius Connolly,Non party/Independent,1334,0.0354,0.18,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
James Crosbie,Fine Gael,2839,0.0753,0.38,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Seán O Dubhghaill,Non party/Independent,674,0.0179,0.09,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Seamus Fitzgerald,Fianna Fail,3862,0.1024,0.51,0,,,Male,1944-05-30,not available,10,4,Cork Borough,(Munster),7542,
Patrick Halliden,Non party/Independent,6648,0.1788,0.89,0,1,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Seán Moylan,Fianna Fail,7030,0.1891,0.95,0,2,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Leo Skinner,Fianna Fail,5108,0.1374,0.69,0,3,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Patrick McAuliffe,Labour,6659,0.1791,0.90,0,4,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Patrick Daly,Fine Gael,3719,0.1,0.50,0,,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Con Meaney,Fianna Fail,4081,0.10980000000000001,0.55,0,,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Timothy Linehan,Fine Gael,3938,0.1059,0.53,0,,,Male,1944-05-30,not available,7,4,Cork North,(Munster),7437,
Martin Corry,Fianna Fail,8038,0.2648,1.06,0,1,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
Seán MacCarthy,Fianna Fail,5155,0.1698,0.68,0,2,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
William Broderick,Fine Gael,5350,0.17629999999999998,0.70,0,3,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
Dan Desmond,Labour,1636,0.053899999999999997,0.22,0,,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
David Barry,Labour,1603,0.0528,0.21,0,,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
Thomas Looney,Non party/Independent,3087,0.1017,0.41,0,,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
Patrick Lehane,Non party/Independent,5484,0.1807,0.72,0,,,Male,1944-05-30,not available,7,3,Cork South East,(Munster),7589,
Timothy Murphy,Labour,7764,0.1565,0.94,0,1,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Patrick O'Driscoll,Non party/Independent,7573,0.15259999999999999,0.92,0,2,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Eamonn O'Neill,Fine Gael,5125,0.1033,0.62,0,3,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Seán Buckley,Fianna Fail,7529,0.1517,0.91,0,4,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Ted O'Sullivan,Fianna Fail,7136,0.1438,0.86,0,5,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Daniel O'Leary,Non party/Independent,5655,0.114,0.68,0,,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
T J Harrington,Labour,2092,0.042199999999999994,0.25,0,,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Michael Sheehy,Fine Gael,1405,0.028300000000000002,0.17,0,,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Thomas Hales,Non party/Independent,1444,0.0291,0.17,0,,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Timothy O'Donovan,Fine Gael,3900,0.0786,0.47,0,,,Male,1944-05-30,not available,10,5,Cork West,(Munster),8271,
Neal Blaney,Fianna Fail,7828,0.2371,1.19,0,1,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
John Friel,Fianna Fail,6417,0.19440000000000002,0.97,0,2,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
Daniel McMenamin,Fine Gael,6126,0.1856,0.93,0,3,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
William Sheldon,Independent Farmer,3887,0.1177,0.59,0,4,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
James McCormack,Fine Gael,1876,0.056799999999999996,0.28,0,,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
Daniel McGlinchey,Fianna Fail,3974,0.1204,0.60,0,,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
Major James Myles,Non party/Independent,2904,0.08800000000000001,0.44,0,,,Male,1944-05-30,not available,7,4,Donegal East,Dún na nGall Thior,6603,
Thomas Walsh,Fianna Fail,8701,0.1888,1.13,0,1,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,TD
Patrick J Crotty,Fine Gael,7901,0.17149999999999999,1.03,0,2,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,TD
Thomas Derrig,Fianna Fail,7890,0.17120000000000002,1.03,0,3,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,TD
Joseph Hughes,Fine Gael,5132,0.1114,0.67,0,4,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,TD
Francis Humphreys,Fianna Fail,5758,0.125,0.75,0,5,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,
Thomas Fielding,Fine Gael,1703,0.037000000000000005,0.22,0,,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,
James Pattison,Labour,4551,0.09880000000000001,0.59,0,,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,TD
Thomas Hayden,Labour,3056,0.0663,0.40,0,,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,
P Gleeson,Clann na Poblachta,1384,0.03,0.18,0,,,Male,1951-05-30,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7680,
Paddy Smith,Fianna Fail,8172,0.23850000000000002,1.19,0,1,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
John Tully,Clann na Poblachta,6413,0.18719999999999998,0.94,0,2,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Michael Sheridan,Fianna Fail,3564,0.10400000000000001,0.52,0,3,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Patrick O'Reilly,Fine Gael,4911,0.1433,0.72,0,4,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
John Cole,Non party/Independent,4981,0.1454,0.73,0,,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Patrick O'Reilly,Non party/Independent,3438,0.1003,0.50,0,,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Gerald Lovett,Fianna Fail,2287,0.0668,0.33,0,,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Eric O'Gowan,Non party/Independent,495,0.0144,0.07,0,,,Male,1951-05-30,not available,8,4,Cavan,(Ulster),6853,
Eamon de Valera,Fianna Fail,13850,0.33390000000000003,1.67,0,1,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
William Murphy,Fine Gael,8016,0.1932,0.97,0,2,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Dr Paddy Hillery,Fianna Fail,4063,0.09789999999999999,0.49,0,3,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Patrick Hogan,Labour,5213,0.1257,0.63,0,4,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
M Considine,Fianna Fail,2634,0.0635,0.32,0,,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Vincent McHugh,Fine Gael,1648,0.0397,0.20,0,,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Thomas T Burke,Non party/Independent,4031,0.09720000000000001,0.49,0,,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Seán O'Grady,Fianna Fail,2028,0.0489,0.24,0,,,Male,1951-05-30,not available,8,4,Clare,An Clar,8297,
Pa McGrath,Fianna Fail,8923,0.1923,1.15,0,1,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Dr Tom O'Higgins Snr,Fine Gael,7858,0.16940000000000002,1.02,0,2,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Jack Lynch,Fianna Fail,6233,0.1343,0.81,0,3,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Seán MacCarthy,Fianna Fail,5096,0.10980000000000001,0.66,0,4,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
James Hickey,Labour,3376,0.0728,0.44,0,5,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Walter Furlong,Fianna Fail,4359,0.094,0.56,0,,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Stephen Barrett,Fine Gael,3434,0.07400000000000001,0.44,0,,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Michael Sheehan,Fine Gael,2442,0.0526,0.32,0,,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Seán Casey,Labour,1657,0.035699999999999996,0.21,0,,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Richard Anthony,Labour,3018,0.065,0.39,0,,,Male,1951-05-30,not available,10,5,Cork Borough,(Munster),7733,
Martin Corry,Fianna Fail,7430,0.2463,0.99,0,1,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
Patrick O'Gorman,Fine Gael,4688,0.15539999999999998,0.62,0,2,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
Seán Keane Snr,Labour,5296,0.17559999999999998,0.70,0,3,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
Veronica Hartland,Non party/Independent,1360,0.0451,0.18,0,,,Female,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
John W Moher,Fianna Fail,5261,0.1744,0.70,0,,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
Dick Barry,Fine Gael,4337,0.1438,0.58,0,,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
John Ryall,Clann na Talmhan,1792,0.0594,0.24,0,,,Male,1951-05-30,not available,7,3,Cork East,Corcaigh Thoir,7542,
Denis O'Sullivan,Fine Gael,7824,0.2588,1.04,0,1,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Patrick McAuliffe,Labour,6617,0.2189,0.88,0,2,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Seán Moylan,Fianna Fail,5269,0.1743,0.70,0,3,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Con Meaney,Fianna Fail,4381,0.1449,0.58,0,,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Kevin O'Callaghan,Fianna Fail,3853,0.1274,0.51,0,,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Garrett Barrett,Clann na Talmhan,2291,0.0758,0.30,0,,,Male,1951-05-30,not available,6,3,Cork North,(Munster),7559,
Dan Desmond,Labour,7699,0.2546,1.02,0,1,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
Seán Buckley,Fianna Fail,7500,0.248,0.99,0,2,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
Patrick Lehane,Non party/Independent,5215,0.1724,0.69,0,3,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
John L O'Sullivan,Fine Gael,2775,0.09179999999999999,0.37,0,,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
Tadhg Manley,Fine Gael,3089,0.10210000000000001,0.41,0,,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
William Kent,Fianna Fail,3964,0.1311,0.52,0,,,Male,1951-05-30,not available,6,3,Cork South,(Munster),7561,
Ted O'Sullivan,Fianna Fail,7571,0.2584,1.03,0,1,,Male,1951-05-30,not available,5,3,Cork West,(Munster),7324,
Seán Collins,Fine Gael,7515,0.2565,1.03,0,2,,Male,1951-05-30,not available,5,3,Cork West,(Munster),7324,
Michael Murphy,Labour,6103,0.20829999999999999,0.83,0,3,,Male,1951-05-30,not available,5,3,Cork West,(Munster),7324,
James Moynihan,Fianna Fail,3373,0.1151,0.46,0,,,Male,1951-05-30,not available,5,3,Cork West,(Munster),7324,
Charles Bryan,Clann na Talmhan,4732,0.16149999999999998,0.65,0,,,Male,1951-05-30,not available,5,3,Cork West,(Munster),7324,
Neil T Blaney,Fianna Fail,10325,0.2998,1.50,0,1,,Male,1951-05-30,45742,7,4,Donegal East,Dún na nGall Thior,6888,
Daniel McMenamin,Fine Gael,6432,0.1868,0.93,0,2,,Male,1951-05-30,45742,7,4,Donegal East,Dún na nGall Thior,6888,
William Sheldon,Non party/Independent,6016,0.1747,0.87,0,3,,Male,1951-05-30,45742,7,4,Donegal East,Dún na nGall Thior,6888,
